query,value,eps,min_samples,bias
vildberry,1.3259673752008224e-06,0.1,5,ru
vildberry,1.3259673752008224e-06,0.1,8,False
vildberry,1.4334782434603487e-07,0.1,8,us
vildberry,1.3259673752008224e-06,0.1,8,ru
vildberry,0.08105771161340149,0.5,2,False
vildberry,0.0002704973445409677,0.5,2,us
vildberry,0.17453300569806826,0.5,2,ru
vildberry,1.3259673752008224e-06,0.5,5,False
vildberry,1.4334782434603487e-07,0.5,5,us
vildberry,1.3259673752008224e-06,0.5,5,ru
vildberry,1.3259673752008224e-06,0.5,8,False
vildberry,1.4334782434603487e-07,0.5,8,us
vildberry,1.3259673752008224e-06,0.5,8,ru
vildberry,0.08105771161340149,0.9,2,False
vildberry,0.0002704973445409677,0.9,2,us
vildberry,0.33559098126008213,0.9,2,ru
vildberry,1.3259673752008224e-06,0.9,5,False
vildberry,1.4334782434603487e-07,0.9,5,us
vildberry,9.54696510144592e-06,0.9,5,ru
vildberry,1.3259673752008224e-06,0.9,8,False
vildberry,1.4334782434603487e-07,0.9,8,us
vildberry,1.3259673752008224e-06,0.9,8,ru
electronic diary,0.002874834144183989,0.1,2,False
electronic diary,0.000499971155510259,0.1,2,us
electronic diary,6.249639443878237e-05,0.1,2,ru
electronic diary,1.9229659827317653e-07,0.1,5,False
electronic diary,1.9229659827317653e-07,0.1,5,us
electronic diary,1.9229659827317653e-07,0.1,5,ru
electronic diary,1.9229659827317653e-07,0.1,8,False
electronic diary,1.9229659827317653e-07,0.1,8,us
electronic diary,1.9229659827317653e-07,0.1,8,ru
electronic diary,0.002874834144183989,0.5,2,False
electronic diary,0.000499971155510259,0.5,2,us
electronic diary,6.249639443878237e-05,0.5,2,ru
electronic diary,1.9229659827317653e-07,0.5,5,False
electronic diary,1.9229659827317653e-07,0.5,5,us
electronic diary,1.9229659827317653e-07,0.5,5,ru
electronic diary,1.9229659827317653e-07,0.5,8,False
electronic diary,1.9229659827317653e-07,0.5,8,us
electronic diary,1.9229659827317653e-07,0.5,8,ru
electronic diary,0.012649270234409551,0.9,2,False
electronic diary,0.000499971155510259,0.9,2,us
electronic diary,0.000499971155510259,0.9,2,ru
electronic diary,1.9229659827317653e-07,0.9,5,False
electronic diary,1.9229659827317653e-07,0.9,5,us
electronic diary,1.9229659827317653e-07,0.9,5,ru
electronic diary,1.9229659827317653e-07,0.9,8,False
electronic diary,1.9229659827317653e-07,0.9,8,us
electronic diary,1.9229659827317653e-07,0.9,8,ru
Production calendar 2023,1.0647494256134358e-07,0.1,2,False
Production calendar 2023,3.3273419550419868e-09,0.1,2,us
Production calendar 2023,1.6503616097008254e-05,0.1,2,ru
Production calendar 2023,3.3273419550419868e-09,0.1,5,False
Production calendar 2023,3.3273419550419868e-09,0.1,5,us
Production calendar 2023,3.3273419550419868e-09,0.1,5,ru
Production calendar 2023,3.3273419550419868e-09,0.1,8,False
Production calendar 2023,3.3273419550419868e-09,0.1,8,us
Production calendar 2023,3.3273419550419868e-09,0.1,8,ru
Production calendar 2023,1.0647494256134358e-07,0.5,2,False
Production calendar 2023,3.3273419550419868e-09,0.5,2,us
Production calendar 2023,1.6503616097008254e-05,0.5,2,ru
Production calendar 2023,3.3273419550419868e-09,0.5,5,False
Production calendar 2023,3.3273419550419868e-09,0.5,5,us
Production calendar 2023,3.3273419550419868e-09,0.5,5,ru
Production calendar 2023,3.3273419550419868e-09,0.5,8,False
Production calendar 2023,3.3273419550419868e-09,0.5,8,us
Production calendar 2023,3.3273419550419868e-09,0.5,8,ru
Production calendar 2023,1.0647494256134358e-07,0.9,2,False
Production calendar 2023,3.3273419550419868e-09,0.9,2,us
Production calendar 2023,1.6503616097008254e-05,0.9,2,ru
Production calendar 2023,3.3273419550419868e-09,0.9,5,False
Production calendar 2023,3.3273419550419868e-09,0.9,5,us
Production calendar 2023,3.3273419550419868e-09,0.9,5,ru
Production calendar 2023,3.3273419550419868e-09,0.9,8,False
Production calendar 2023,3.3273419550419868e-09,0.9,8,us
Production calendar 2023,3.3273419550419868e-09,0.9,8,ru
Easter 2023,0.0018373939965002021,0.1,2,False
Easter 2023,0.0018373939965002021,0.1,2,us
Easter 2023,1.2893450075787698e-08,0.1,2,ru
Easter 2023,3.8680350227363097e-07,0.1,5,False
Easter 2023,3.8680350227363097e-07,0.1,5,us
Easter 2023,1.2893450075787698e-08,0.1,5,ru
Easter 2023,1.2893450075787698e-08,0.1,8,False
Easter 2023,1.2893450075787698e-08,0.1,8,us
Easter 2023,1.2893450075787698e-08,0.1,8,ru
Easter 2023,0.007655808318750842,0.5,2,False
Easter 2023,0.007655808318750842,0.5,2,us
Easter 2023,1.2893450075787698e-08,0.5,2,ru
Easter 2023,3.8680350227363097e-07,0.5,5,False
Easter 2023,3.8680350227363097e-07,0.5,5,us
Easter 2023,1.2893450075787698e-08,0.5,5,ru
Easter 2023,1.2893450075787698e-08,0.5,8,False
Easter 2023,1.2893450075787698e-08,0.5,8,us
Easter 2023,1.2893450075787698e-08,0.5,8,ru
Easter 2023,0.007655808318750842,0.9,2,False
Easter 2023,0.007655808318750842,0.9,2,us
Easter 2023,1.2893450075787698e-08,0.9,2,ru
Easter 2023,3.8680350227363097e-07,0.9,5,False
Easter 2023,3.8680350227363097e-07,0.9,5,us
Easter 2023,1.2893450075787698e-08,0.9,5,ru
Easter 2023,1.2893450075787698e-08,0.9,8,False
Easter 2023,1.2893450075787698e-08,0.9,8,us
Easter 2023,1.2893450075787698e-08,0.9,8,ru
Avatar 2,3.8680350227363097e-07,0.1,2,False
Avatar 2,3.8680350227363097e-07,0.1,2,us
Avatar 2,3.8680350227363097e-07,0.1,2,ru
Avatar 2,3.8680350227363097e-07,0.1,5,False
Avatar 2,3.8680350227363097e-07,0.1,5,us
Avatar 2,1.2893450075787698e-08,0.1,5,ru
Avatar 2,1.2893450075787698e-08,0.1,8,False
Avatar 2,1.2893450075787698e-08,0.1,8,us
Avatar 2,1.2893450075787698e-08,0.1,8,ru
Avatar 2,3.8680350227363097e-07,0.5,2,False
Avatar 2,3.8680350227363097e-07,0.5,2,us
Avatar 2,3.8680350227363097e-07,0.5,2,ru
Avatar 2,3.8680350227363097e-07,0.5,5,False
Avatar 2,3.8680350227363097e-07,0.5,5,us
Avatar 2,1.2893450075787698e-08,0.5,5,ru
Avatar 2,1.2893450075787698e-08,0.5,8,False
Avatar 2,1.2893450075787698e-08,0.5,8,us
Avatar 2,1.2893450075787698e-08,0.5,8,ru
Avatar 2,3.8680350227363097e-07,0.9,2,False
Avatar 2,3.8680350227363097e-07,0.9,2,us
Avatar 2,3.8680350227363097e-07,0.9,2,ru
Avatar 2,3.8680350227363097e-07,0.9,5,False
Avatar 2,3.8680350227363097e-07,0.9,5,us
Avatar 2,1.2893450075787698e-08,0.9,5,ru
Avatar 2,1.2893450075787698e-08,0.9,8,False
Avatar 2,1.2893450075787698e-08,0.9,8,us
Avatar 2,1.2893450075787698e-08,0.9,8,ru
Sberbank Online,5.128543066704716e-06,0.1,2,False
Sberbank Online,8.57042624783542e-10,0.1,2,us
Sberbank Online,0.001152640054241885,0.1,2,ru
Sberbank Online,8.57042624783542e-10,0.1,5,False
Sberbank Online,8.57042624783542e-10,0.1,5,us
Sberbank Online,4.808009125035671e-07,0.1,5,ru
Sberbank Online,8.57042624783542e-10,0.1,8,False
Sberbank Online,8.57042624783542e-10,0.1,8,us
Sberbank Online,2.9139449242640427e-08,0.1,8,ru
Sberbank Online,5.128543066704716e-06,0.5,2,False
Sberbank Online,8.57042624783542e-10,0.5,2,us
Sberbank Online,0.001152640054241885,0.5,2,ru
Sberbank Online,8.57042624783542e-10,0.5,5,False
Sberbank Online,8.57042624783542e-10,0.5,5,us
Sberbank Online,4.808009125035671e-07,0.5,5,ru
Sberbank Online,8.57042624783542e-10,0.5,8,False
Sberbank Online,8.57042624783542e-10,0.5,8,us
Sberbank Online,2.9139449242640427e-08,0.5,8,ru
Sberbank Online,5.128543066704716e-06,0.9,2,False
Sberbank Online,8.57042624783542e-10,0.9,2,us
Sberbank Online,0.001152640054241885,0.9,2,ru
Sberbank Online,8.57042624783542e-10,0.9,5,False
Sberbank Online,8.57042624783542e-10,0.9,5,us
Sberbank Online,4.808009125035671e-07,0.9,5,ru
Sberbank Online,8.57042624783542e-10,0.9,8,False
Sberbank Online,8.57042624783542e-10,0.9,8,us
Sberbank Online,2.9139449242640427e-08,0.9,8,ru
youtube,2.1371147048109803e-11,0.1,2,False
youtube,7.072246836895735e-09,0.1,2,us
youtube,2.1371147048109803e-11,0.1,2,ru
youtube,1.634593852018888e-14,0.1,5,False
youtube,1.634593852018888e-14,0.1,5,us
youtube,1.634593852018888e-14,0.1,5,ru
youtube,1.634593852018888e-14,0.1,8,False
youtube,1.634593852018888e-14,0.1,8,us
youtube,1.634593852018888e-14,0.1,8,ru
youtube,2.1371147048109803e-11,0.5,2,False
youtube,7.072246836895735e-09,0.5,2,us
youtube,2.1371147048109803e-11,0.5,2,ru
youtube,1.634593852018888e-14,0.5,5,False
youtube,1.634593852018888e-14,0.5,5,us
youtube,1.634593852018888e-14,0.5,5,ru
youtube,1.634593852018888e-14,0.5,8,False
youtube,1.634593852018888e-14,0.5,8,us
youtube,1.634593852018888e-14,0.5,8,ru
youtube,2.1371147048109803e-11,0.9,2,False
youtube,7.072246836895735e-09,0.9,2,us
youtube,2.1371147048109803e-11,0.9,2,ru
youtube,1.634593852018888e-14,0.9,5,False
youtube,1.634593852018888e-14,0.9,5,us
youtube,1.634593852018888e-14,0.9,5,ru
youtube,1.634593852018888e-14,0.9,8,False
youtube,1.634593852018888e-14,0.9,8,us
youtube,1.634593852018888e-14,0.9,8,ru
Walberis,0.009223959448847003,0.1,2,False
Walberis,2.8402221176801622e-05,0.1,2,us
Walberis,0.3056890512159651,0.1,2,ru
Walberis,2.150217365190523e-09,0.1,5,False
Walberis,2.150217365190523e-09,0.1,5,us
Walberis,2.150217365190523e-09,0.1,5,ru
Walberis,2.150217365190523e-09,0.1,8,False
Walberis,2.150217365190523e-09,0.1,8,us
Walberis,2.150217365190523e-09,0.1,8,ru
Walberis,0.009223959448847003,0.5,2,False
Walberis,2.8402221176801622e-05,0.5,2,us
Walberis,0.3056890512159651,0.5,2,ru
Walberis,2.150217365190523e-09,0.5,5,False
Walberis,2.150217365190523e-09,0.5,5,us
Walberis,2.150217365190523e-09,0.5,5,ru
Walberis,2.150217365190523e-09,0.5,8,False
Walberis,2.150217365190523e-09,0.5,8,us
Walberis,2.150217365190523e-09,0.5,8,ru
Walberis,0.009223959448847003,0.9,2,False
Walberis,0.00015621221647240893,0.9,2,us
Walberis,0.3056890512159651,0.9,2,ru
Walberis,2.150217365190523e-09,0.9,5,False
Walberis,2.150217365190523e-09,0.9,5,us
Walberis,3.9779021256024673e-08,0.9,5,ru
Walberis,2.150217365190523e-09,0.9,8,False
Walberis,2.150217365190523e-09,0.9,8,us
Walberis,2.150217365190523e-09,0.9,8,ru
Ютуб,3.4452298564531986e-06,0.1,2,False
Ютуб,8.46196806848154e-07,0.1,2,us
Ютуб,1.1593847273599567e-09,0.1,2,ru
Ютуб,1.7827492264860078e-20,0.1,5,False
Ютуб,1.7827492264860078e-20,0.1,5,us
Ютуб,4.305339381963709e-17,0.1,5,ru
Ютуб,1.7827492264860078e-20,0.1,8,False
Ютуб,1.7827492264860078e-20,0.1,8,us
Ютуб,4.305339381963709e-17,0.1,8,ru
Ютуб,3.4452298564531986e-06,0.5,2,False
Ютуб,8.46196806848154e-07,0.5,2,us
Ютуб,1.1593847273599567e-09,0.5,2,ru
Ютуб,1.7827492264860078e-20,0.5,5,False
Ютуб,1.7827492264860078e-20,0.5,5,us
Ютуб,4.305339381963709e-17,0.5,5,ru
Ютуб,1.7827492264860078e-20,0.5,8,False
Ютуб,1.7827492264860078e-20,0.5,8,us
Ютуб,4.305339381963709e-17,0.5,8,ru
Ютуб,3.4452298564531986e-06,0.9,2,False
Ютуб,8.46196806848154e-07,0.9,2,us
Ютуб,1.1593847273599567e-09,0.9,2,ru
Ютуб,1.7827492264860078e-20,0.9,5,False
Ютуб,2.3374692083870097e-12,0.9,5,us
Ютуб,1.2479244585402055e-18,0.9,5,ru
Ютуб,1.7827492264860078e-20,0.9,8,False
Ютуб,1.634593852018888e-14,0.9,8,us
Ютуб,1.2479244585402055e-18,0.9,8,ru
in contact with,5.462867709127339e-06,0.1,2,False
in contact with,0.00035235496723871337,0.1,2,us
in contact with,1.0688219430901316e-06,0.1,2,ru
in contact with,1.4699995091255986e-12,0.1,5,False
in contact with,2.5479991491510378e-11,0.1,5,us
in contact with,1.4699995091255986e-12,0.1,5,ru
in contact with,1.4699995091255986e-12,0.1,8,False
in contact with,2.5479991491510378e-11,0.1,8,us
in contact with,1.4699995091255986e-12,0.1,8,ru
in contact with,5.462867709127339e-06,0.5,2,False
in contact with,0.0011383775864635356,0.5,2,us
in contact with,1.0688219430901316e-06,0.5,2,ru
in contact with,1.4699995091255986e-12,0.5,5,False
in contact with,2.5479991491510378e-11,0.5,5,us
in contact with,1.4699995091255986e-12,0.5,5,ru
in contact with,1.4699995091255986e-12,0.5,8,False
in contact with,2.5479991491510378e-11,0.5,8,us
in contact with,1.4699995091255986e-12,0.5,8,ru
in contact with,5.462867709127339e-06,0.9,2,False
in contact with,0.0011383775864635356,0.9,2,us
in contact with,5.462867709127339e-06,0.9,2,ru
in contact with,1.4699995091255986e-12,0.9,5,False
in contact with,2.5479991491510378e-11,0.9,5,us
in contact with,1.4699995091255986e-12,0.9,5,ru
in contact with,1.4699995091255986e-12,0.9,8,False
in contact with,2.5479991491510378e-11,0.9,8,us
in contact with,1.4699995091255986e-12,0.9,8,ru
Program Guide,1.4508889103849681e-11,0.1,2,False
Program Guide,1.4508889103849681e-11,0.1,2,us
Program Guide,1.4508889103849681e-11,0.1,2,ru
Program Guide,1.4508889103849681e-11,0.1,5,False
Program Guide,1.4508889103849681e-11,0.1,5,us
Program Guide,1.4508889103849681e-11,0.1,5,ru
Program Guide,1.4508889103849681e-11,0.1,8,False
Program Guide,1.4508889103849681e-11,0.1,8,us
Program Guide,1.4508889103849681e-11,0.1,8,ru
Program Guide,1.4508889103849681e-11,0.5,2,False
Program Guide,1.4508889103849681e-11,0.5,2,us
Program Guide,1.4508889103849681e-11,0.5,2,ru
Program Guide,1.4508889103849681e-11,0.5,5,False
Program Guide,1.4508889103849681e-11,0.5,5,us
Program Guide,1.4508889103849681e-11,0.5,5,ru
Program Guide,1.4508889103849681e-11,0.5,8,False
Program Guide,1.4508889103849681e-11,0.5,8,us
Program Guide,1.4508889103849681e-11,0.5,8,ru
Program Guide,1.4508889103849681e-11,0.9,2,False
Program Guide,1.4508889103849681e-11,0.9,2,us
Program Guide,5.803555641539872e-10,0.9,2,ru
Program Guide,1.4508889103849681e-11,0.9,5,False
Program Guide,1.4508889103849681e-11,0.9,5,us
Program Guide,1.4508889103849681e-11,0.9,5,ru
Program Guide,1.4508889103849681e-11,0.9,8,False
Program Guide,1.4508889103849681e-11,0.9,8,us
Program Guide,1.4508889103849681e-11,0.9,8,ru
ozone,3.8935348035962143e-05,0.1,2,False
ozone,1.980984405159961e-06,0.1,2,us
ozone,1.980984405159961e-06,0.1,2,ru
ozone,8.489933164971264e-09,0.1,5,False
ozone,8.489933164971264e-09,0.1,5,us
ozone,2.6148266473233464e-16,0.1,5,ru
ozone,2.6148266473233464e-16,0.1,8,False
ozone,2.6148266473233464e-16,0.1,8,us
ozone,2.6148266473233464e-16,0.1,8,ru
ozone,0.00014600755513485803,0.5,2,False
ozone,3.7143457596749274e-07,0.5,2,us
ozone,9.310626704251817e-06,0.5,2,ru
ozone,8.489933164971264e-09,0.5,5,False
ozone,8.489933164971264e-09,0.5,5,us
ozone,2.6148266473233464e-16,0.5,5,ru
ozone,2.6148266473233464e-16,0.5,8,False
ozone,2.6148266473233464e-16,0.5,8,us
ozone,2.6148266473233464e-16,0.5,8,ru
ozone,3.8935348035962143e-05,0.9,2,False
ozone,1.980984405159961e-06,0.9,2,us
ozone,9.310626704251817e-06,0.9,2,ru
ozone,8.489933164971264e-09,0.9,5,False
ozone,8.489933164971264e-09,0.9,5,us
ozone,2.6148266473233464e-16,0.9,5,ru
ozone,2.6148266473233464e-16,0.9,8,False
ozone,2.6148266473233464e-16,0.9,8,us
ozone,2.6148266473233464e-16,0.9,8,ru
Weather tomorrow,3.248698915167573e-10,0.1,2,False
Weather tomorrow,3.248698915167573e-10,0.1,2,us
Weather tomorrow,1.027253325734171e-15,0.1,2,ru
Weather tomorrow,5.547167958964523e-14,0.1,5,False
Weather tomorrow,5.547167958964523e-14,0.1,5,us
Weather tomorrow,1.027253325734171e-15,0.1,5,ru
Weather tomorrow,1.027253325734171e-15,0.1,8,False
Weather tomorrow,1.027253325734171e-15,0.1,8,us
Weather tomorrow,1.027253325734171e-15,0.1,8,ru
Weather tomorrow,3.2486989151675735e-09,0.5,2,False
Weather tomorrow,3.2486989151675735e-09,0.5,2,us
Weather tomorrow,1.027253325734171e-15,0.5,2,ru
Weather tomorrow,2.5479991491510378e-11,0.5,5,False
Weather tomorrow,2.5479991491510378e-11,0.5,5,us
Weather tomorrow,1.027253325734171e-15,0.5,5,ru
Weather tomorrow,1.027253325734171e-15,0.5,8,False
Weather tomorrow,1.027253325734171e-15,0.5,8,us
Weather tomorrow,1.027253325734171e-15,0.5,8,ru
Weather tomorrow,3.2486989151675735e-09,0.9,2,False
Weather tomorrow,3.2486989151675735e-09,0.9,2,us
Weather tomorrow,1.027253325734171e-15,0.9,2,ru
Weather tomorrow,3.248698915167573e-10,0.9,5,False
Weather tomorrow,3.248698915167573e-10,0.9,5,us
Weather tomorrow,1.027253325734171e-15,0.9,5,ru
Weather tomorrow,1.027253325734171e-15,0.9,8,False
Weather tomorrow,1.027253325734171e-15,0.9,8,us
Weather tomorrow,1.027253325734171e-15,0.9,8,ru
Sberbank,1.2981624637596313e-05,0.1,2,False
Sberbank,1.2981624637596313e-05,0.1,2,us
Sberbank,2.2038238923005368e-10,0.1,2,ru
Sberbank,7.933766012281933e-09,0.1,5,False
Sberbank,7.933766012281933e-09,0.1,5,us
Sberbank,2.2038238923005368e-10,0.1,5,ru
Sberbank,7.933766012281933e-09,0.1,8,False
Sberbank,7.933766012281933e-09,0.1,8,us
Sberbank,2.2038238923005368e-10,0.1,8,ru
Sberbank,1.2981624637596313e-05,0.5,2,False
Sberbank,1.2981624637596313e-05,0.5,2,us
Sberbank,2.2038238923005368e-10,0.5,2,ru
Sberbank,7.933766012281933e-09,0.5,5,False
Sberbank,7.933766012281933e-09,0.5,5,us
Sberbank,2.2038238923005368e-10,0.5,5,ru
Sberbank,7.933766012281933e-09,0.5,8,False
Sberbank,7.933766012281933e-09,0.5,8,us
Sberbank,2.2038238923005368e-10,0.5,8,ru
Sberbank,8.30823976806164e-05,0.9,2,False
Sberbank,8.30823976806164e-05,0.9,2,us
Sberbank,2.2038238923005368e-10,0.9,2,ru
Sberbank,1.3884090521493383e-07,0.9,5,False
Sberbank,1.3884090521493383e-07,0.9,5,us
Sberbank,2.2038238923005368e-10,0.9,5,ru
Sberbank,7.933766012281933e-09,0.9,8,False
Sberbank,7.933766012281933e-09,0.9,8,us
Sberbank,2.2038238923005368e-10,0.9,8,ru
